sample_index,timestamp,sensor_id,sensor_type,raw_value,reference_value,condition,gain,offset,drift_event
125,2026-09-22 10:25:00,C02,CO2,571.533,526.041,warning,1.07515,4.77014,0
80,2026-09-22 06:40:00,C02,CO2,810.67,755.991,warning,1.06435,5.07019,0
96,2026-09-22 08:00:00,C01,CO2,797.896,791.546,healthy,1.00549,4.98235,0
92,2026-09-22 07:40:00,H02,Humidity,61.019,54.46,warning,1.11108,0.4787,0
151,2026-09-22 12:35:00,T01,Temperature,23.987,23.981,healthy,0.99369,0.20386,0
112,2026-09-22 09:20:00,T01,Temperature,26.641,26.725,healthy,0.99064,0.20842,0
167,2026-09-22 13:55:00,C02,CO2,739.063,584.606,unhealthy,1.25921,4.41273,0
23,2026-09-22 01:55:00,H01,Humidity,47.626,47.063,healthy,0.99722,0.52212,0
109,2026-09-22 09:05:00,C02,CO2,598.862,552.086,warning,1.08035,4.87761,0
139,2026-09-22 11:35:00,C01,CO2,599.693,595.339,healthy,0.99667,4.92554,0
61,2026-09-22 05:05:00,H01,Humidity,49.17,48.543,healthy,1.00443,0.49692,0
37,2026-09-22 03:05:00,C01,CO2,798.506,789.233,healthy,1.00431,4.90744,0
0,2026-09-22 00:00:00,T01,Temperature,25.447,25.202,healthy,1.0031,0.20664,0
157,2026-09-22 13:05:00,H02,Humidity,66.63,56.088,unhealthy,1.17801,0.4382,0
111,2026-09-22 09:15:00,C01,CO2,662.903,657.577,healthy,1.00216,4.91403,0
35,2026-09-22 02:55:00,C02,CO2,760.214,747.713,healthy,1.00902,4.80828,0
84,2026-09-22 07:00:00,H02,Humidity,61.901,56.417,warning,1.08758,0.52451,0
36,2026-09-22 03:00:00,H02,Humidity,43.349,42.634,healthy,1.00704,0.50838,0
46,2026-09-22 03:50:00,H02,Humidity,48.605,47.867,healthy,1.00314,0.50894,0
75,2026-09-22 06:15:00,C01,CO2,563.533,557.409,healthy,1.00212,5.00064,0
11,2026-09-22 00:55:00,H01,Humidity,53.588,53.092,healthy,1.00294,0.47056,0
122,2026-09-22 10:10:00,T02,Temperature,27.437,25.783,warning,1.05715,0.19007,0
18,2026-09-22 01:30:00,C02,CO2,748.286,741.858,healthy,1.00173,4.80438,0
159,2026-09-22 13:15:00,C01,CO2,801.193,788.507,healthy,1.01341,4.83646,0
35,2026-09-22 02:55:00,H01,Humidity,42.145,41.707,healthy,1.00333,0.48372,0
52,2026-09-22 04:20:00,H01,Humidity,45.379,44.386,healthy,1.00621,0.51261,0
38,2026-09-22 03:10:00,T01,Temperature,26.364,26.284,healthy,0.9948,0.2014,0
183,2026-09-22 15:15:00,T01,Temperature,24.185,23.821,healthy,1.0062,0.20928,0
17,2026-09-22 01:25:00,T02,Temperature,26.756,26.481,healthy,1.0024,0.19783,0
45,2026-09-22 03:45:00,H02,Humidity,47.421,46.857,healthy,1.00215,0.50523,0
106,2026-09-22 08:50:00,T02,Temperature,29.799,27.214,warning,1.08752,0.19532,0
115,2026-09-22 09:35:00,C01,CO2,614.249,607.848,healthy,0.99841,5.06179,0
149,2026-09-22 12:25:00,H01,Humidity,43.665,43.905,healthy,0.99198,0.49915,0
113,2026-09-22 09:25:00,T02,Temperature,29.467,27.037,warning,1.08193,0.20281,0
28,2026-09-22 02:20:00,C01,CO2,739.084,730.062,healthy,1.00409,4.99396,0
131,2026-09-22 10:55:00,T02,Temperature,26.524,24.858,warning,1.05941,0.20959,0
36,2026-09-22 03:00:00,T01,Temperature,26.454,26.315,healthy,0.99706,0.20253,0
179,2026-09-22 14:55:00,C01,CO2,554.101,550.423,healthy,0.99499,4.76539,0
113,2026-09-22 09:25:00,H02,Humidity,47.465,43.88,warning,1.0725,0.4407,0
17,2026-09-22 01:25:00,C01,CO2,589.228,589.378,healthy,0.9918,5.15174,0
175,2026-09-22 14:35:00,C02,CO2,650.346,500.281,unhealthy,1.2867,5.0755,0
156,2026-09-22 13:00:00,H02,Humidity,69.144,54.758,unhealthy,1.25448,0.45604,0
177,2026-09-22 14:45:00,H01,Humidity,58.62,56.947,healthy,1.01364,0.53827,0
33,2026-09-22 02:45:00,H01,Humidity,43.91,43.823,healthy,0.99319,0.487,0
163,2026-09-22 13:35:00,T01,Temperature,23.004,22.899,healthy,0.99606,0.19398,0
63,2026-09-22 05:15:00,T02,Temperature,23.661,23.256,healthy,1.00865,0.19837,0
31,2026-09-22 02:35:00,T02,Temperature,25.267,25.214,healthy,0.99423,0.19828,0
102,2026-09-22 08:30:00,T02,Temperature,29.173,26.835,warning,1.08095,0.18644,0
175,2026-09-22 14:35:00,T01,Temperature,23.353,23.191,healthy,0.99902,0.20001,0
74,2026-09-22 06:10:00,C02,CO2,717.844,684.322,warning,1.04406,4.97083,1
149,2026-09-22 12:25:00,T01,Temperature,24.826,24.42,healthy,1.00799,0.20854,0
149,2026-09-22 12:25:00,C02,CO2,1013.201,808.912,unhealthy,1.24328,5.75193,0
71,2026-09-22 05:55:00,T01,Temperature,23.047,22.853,healthy,1.00148,0.1888,0
168,2026-09-22 14:00:00,T01,Temperature,23.117,22.891,healthy,1.00303,0.19607,0
55,2026-09-22 04:35:00,H01,Humidity,46.191,45.507,healthy,1.00178,0.50182,0
89,2026-09-22 07:25:00,T01,Temperature,24.056,23.98,healthy,0.99537,0.20076,0
117,2026-09-22 09:45:00,T01,Temperature,26.796,26.662,healthy,0.99747,0.19769,0
144,2026-09-22 12:00:00,C01,CO2,685.862,684.12,healthy,0.9984,4.80057,0
121,2026-09-22 10:05:00,T02,Temperature,27.906,26.057,warning,1.06112,0.20634,0
98,2026-09-22 08:10:00,C01,CO2,798.712,792.677,healthy,1.00179,4.91057,0
59,2026-09-22 04:55:00,H01,Humidity,47.681,46.706,healthy,1.00684,0.49813,0
172,2026-09-22 14:20:00,C02,CO2,653.806,519.566,unhealthy,1.25445,4.03463,0
169,2026-09-22 14:05:00,H02,Humidity,70.076,57.599,unhealthy,1.20573,0.48284,0
46,2026-09-22 03:50:00,C01,CO2,756.55,750.724,healthy,1.00431,4.79421,0
118,2026-09-22 09:50:00,C02,CO2,535.828,501.884,warning,1.0597,4.84744,0
94,2026-09-22 07:50:00,C01,CO2,796.636,788.585,healthy,1.00388,5.03522,0
70,2026-09-22 05:50:00,T02,Temperature,24.166,23.726,healthy,1.011,0.19249,0
111,2026-09-22 09:15:00,T01,Temperature,26.703,26.593,healthy,0.99686,0.20186,0
195,2026-09-22 16:15:00,H01,Humidity,56.833,56.249,healthy,0.99644,0.52038,0
116,2026-09-22 09:40:00,H01,Humidity,49.505,48.318,healthy,1.01168,0.52335,0
26,2026-09-22 02:10:00,T02,Temperature,26.131,25.936,healthy,1.00065,0.19304,0
96,2026-09-22 08:00:00,H01,Humidity,57.161,57.067,healthy,0.98978,0.50955,0
98,2026-09-22 08:10:00,H01,Humidity,57.001,56.47,healthy,0.99925,0.53849,0
192,2026-09-22 16:00:00,H02,Humidity,63.277,50.931,unhealthy,1.2329,0.4749,0
0,2026-09-22 00:00:00,C02,CO2,519.185,515.599,healthy,0.99526,5.14377,0
195,2026-09-22 16:15:00,T01,Temperature,26.23,25.725,healthy,1.0121,0.19888,0
136,2026-09-22 11:20:00,T02,Temperature,26.033,23.913,warning,1.08134,0.18571,0
155,2026-09-22 12:55:00,C01,CO2,809.118,797.455,healthy,1.00938,5.1241,0
116,2026-09-22 09:40:00,C01,CO2,587.905,586.156,healthy,0.99435,4.7969,0
14,2026-09-22 01:10:00,C01,CO2,562.393,557.803,healthy,1.00048,4.85536,0
137,2026-09-22 11:25:00,T01,Temperature,26.159,25.848,healthy,1.00538,0.19853,0
181,2026-09-22 15:05:00,H02,Humidity,66.911,55.756,unhealthy,1.19298,0.52068,0
17,2026-09-22 01:25:00,C02,CO2,722.268,712.705,healthy,1.00907,5.13009,0
107,2026-09-22 08:55:00,H01,Humidity,53.211,52.847,healthy,0.9985,0.51127,0
99,2026-09-22 08:15:00,H02,Humidity,53.349,50.701,warning,1.04418,0.48544,0
193,2026-09-22 16:05:00,T02,Temperature,32.892,26.779,unhealthy,1.22042,0.21296,0
182,2026-09-22 15:10:00,T02,Temperature,30.767,25.809,unhealthy,1.18521,0.15677,0
21,2026-09-22 01:45:00,T02,Temperature,26.444,26.166,healthy,1.0029,0.2028,0
140,2026-09-22 11:40:00,C01,CO2,632.438,630.133,healthy,0.99975,4.88481,0
77,2026-09-22 06:25:00,H02,Humidity,61.698,57.924,warning,1.05779,0.53471,0
79,2026-09-22 06:35:00,C01,CO2,609.173,605.73,healthy,0.99621,5.19623,0
128,2026-09-22 10:40:00,T02,Temperature,26.731,25.035,warning,1.05936,0.20819,0
12,2026-09-22 01:00:00,T01,Temperature,27.051,26.594,healthy,1.009,0.20245,0
56,2026-09-22 04:40:00,C01,CO2,583.483,583.844,healthy,0.99386,4.83524,0
83,2026-09-22 06:55:00,T01,Temperature,23.896,23.542,healthy,1.00646,0.19108,0
6,2026-09-22 00:30:00,T02,Temperature,27.24,26.731,healthy,1.01054,0.20061,0
103,2026-09-22 08:35:00,T01,Temperature,26.015,25.96,healthy,0.99418,0.19584,0
109,2026-09-22 09:05:00,T02,Temperature,29.723,27.051,warning,1.09027,0.20313,0
126,2026-09-22 10:30:00,H02,Humidity,51.112,42.771,unhealthy,1.18397,0.50964,1
57,2026-09-22 04:45:00,C02,CO2,500.71,501.984,healthy,0.99376,4.83041,0
180,2026-09-22 15:00:00,T01,Temperature,23.699,23.585,healthy,0.99732,0.20316,0
25,2026-09-22 02:05:00,C01,CO2,709.493,705.063,healthy,0.99972,4.96622,0
123,2026-09-22 10:15:00,C02,CO2,581.893,539.26,warning,1.07474,5.13518,0
97,2026-09-22 08:05:00,H01,Humidity,58.134,57.566,healthy,0.996,0.50362,0
116,2026-09-22 09:40:00,T02,Temperature,29.119,26.446,warning,1.09261,0.18673,0
141,2026-09-22 11:45:00,T01,Temperature,25.408,25.19,healthy,1.0008,0.21602,0
137,2026-09-22 11:25:00,C01,CO2,578.072,571.454,healthy,1.00172,4.90019,0
127,2026-09-22 10:35:00,T02,Temperature,26.26,25.048,warning,1.03903,0.19437,0
60,2026-09-22 05:00:00,H02,Humidity,55.881,55.253,healthy,1.00256,0.50498,0
3,2026-09-22 00:15:00,C02,CO2,531.594,527.922,healthy,0.99594,5.01919,0
10,2026-09-22 00:50:00,T02,Temperature,27.796,27.325,healthy,1.01046,0.20814,0
167,2026-09-22 13:55:00,H01,Humidity,52.505,52.217,healthy,0.99894,0.47866,0
142,2026-09-22 11:50:00,T01,Temperature,25.376,25.217,healthy,0.99948,0.20713,0
114,2026-09-22 09:30:00,H01,Humidity,51.14,50.211,healthy,1.00971,0.51238,0
162,2026-09-22 13:30:00,T02,Temperature,27.086,23.423,unhealthy,1.14649,0.20922,0
4,2026-09-22 00:20:00,T01,Temperature,25.873,25.475,healthy,1.00733,0.20636,0
44,2026-09-22 03:40:00,T01,Temperature,25.542,25.601,healthy,0.98922,0.21453,0
81,2026-09-22 06:45:00,T02,Temperature,27.261,25.212,warning,1.07394,0.20933,0
2,2026-09-22 00:10:00,T02,Temperature,27.55,27.073,healthy,1.01086,0.19929,0
8,2026-09-22 00:40:00,C01,CO2,501.31,503.382,healthy,0.98693,5.02368,0
158,2026-09-22 13:10:00,T02,Temperature,28.058,23.289,unhealthy,1.19508,0.22384,0
163,2026-09-22 13:35:00,H01,Humidity,51.935,51.248,healthy,1.00229,0.47912,0
179,2026-09-22 14:55:00,C02,CO2,651.391,502.025,unhealthy,1.28562,5.4453,0
171,2026-09-22 14:15:00,T02,Temperature,29.318,24.316,unhealthy,1.199,0.1638,0
60,2026-09-22 05:00:00,C01,CO2,531.713,528.832,healthy,0.99554,5.06586,0
50,2026-09-22 04:10:00,C01,CO2,674.183,665.296,healthy,1.0051,5.16652,0
37,2026-09-22 03:05:00,T02,Temperature,24.686,24.389,healthy,1.00353,0.1948,0
90,2026-09-22 07:30:00,C01,CO2,777.064,765.849,healthy,1.00806,5.05897,0
83,2026-09-22 06:55:00,H02,Humidity,62.171,57.037,warning,1.07921,0.52975,0
73,2026-09-22 06:05:00,T02,Temperature,24.316,24.058,healthy,1.00162,0.21051,0
173,2026-09-22 14:25:00,C01,CO2,632.499,630.4,healthy,0.99818,5.24261,0
32,2026-09-22 02:40:00,H02,Humidity,42.692,42.389,healthy,0.99471,0.51033,0
194,2026-09-22 16:10:00,T01,Temperature,25.59,25.32,healthy,1.00367,0.19195,0
113,2026-09-22 09:25:00,H01,Humidity,51.537,50.538,healthy,1.00811,0.49478,0
14,2026-09-22 01:10:00,H02,Humidity,44.767,44.401,healthy,0.99778,0.51568,0
31,2026-09-22 02:35:00,H01,Humidity,43.367,42.814,healthy,0.99617,0.49247,0
74,2026-09-22 06:10:00,H02,Humidity,63.079,58.936,warning,1.06148,0.50491,0
136,2026-09-22 11:20:00,H02,Humidity,55.429,45.055,unhealthy,1.21976,0.50888,0
9,2026-09-22 00:45:00,T02,Temperature,27.166,26.86,healthy,1.00469,0.1865,0
162,2026-09-22 13:30:00,T01,Temperature,23.137,23.227,healthy,0.98861,0.19435,0
35,2026-09-22 02:55:00,H02,Humidity,44.959,44.047,healthy,1.01009,0.5164,0
69,2026-09-22 05:45:00,C02,CO2,602.221,602.859,healthy,0.99126,4.76861,0
21,2026-09-22 01:45:00,C01,CO2,648.018,642.888,healthy,1.00138,5.05938,0
87,2026-09-22 07:15:00,T01,Temperature,23.919,23.736,healthy,1.00032,0.2037,0
145,2026-09-22 12:05:00,T02,Temperature,24.813,23.218,warning,1.05951,0.18765,0
89,2026-09-22 07:25:00,C02,CO2,860.401,804.993,warning,1.06682,4.833,0
117,2026-09-22 09:45:00,H02,Humidity,47.713,44.202,warning,1.0644,0.48948,0
190,2026-09-22 15:50:00,T01,Temperature,24.951,24.732,healthy,1.00112,0.20477,0
178,2026-09-22 14:50:00,T01,Temperature,23.608,23.328,healthy,1.00298,0.19682,0
156,2026-09-22 13:00:00,H01,Humidity,48.818,48.18,healthy,0.99908,0.50873,0
13,2026-09-22 01:05:00,C01,CO2,526.143,525.705,healthy,0.99033,5.13441,0
192,2026-09-22 16:00:00,T02,Temperature,32.751,26.736,unhealthy,1.21814,0.19774,0
194,2026-09-22 16:10:00,C02,CO2,947.349,687.827,unhealthy,1.37051,5.58296,0
152,2026-09-22 12:40:00,C02,CO2,1019.608,766.425,unhealthy,1.32831,4.93849,0
191,2026-09-22 15:55:00,H02,Humidity,64.899,51.338,unhealthy,1.25902,0.40096,0
198,2026-09-22 16:30:00,C01,CO2,608.135,604.213,healthy,0.99927,4.95932,0
6,2026-09-22 00:30:00,C01,CO2,516.802,513.17,healthy,1.00063,4.91695,0
142,2026-09-22 11:50:00,C02,CO2,990.606,789.908,unhealthy,1.25066,3.99071,0
45,2026-09-22 03:45:00,C02,CO2,604.801,598.744,healthy,1.00194,4.85368,0
111,2026-09-22 09:15:00,H01,Humidity,51.796,51.04,healthy,1.00476,0.51876,0
80,2026-09-22 06:40:00,C01,CO2,632.831,626.588,healthy,1.00012,4.76381,0
39,2026-09-22 03:15:00,H01,Humidity,42.136,41.949,healthy,0.99375,0.47844,0
128,2026-09-22 10:40:00,H02,Humidity,50.156,42.483,unhealthy,1.16618,0.34061,0
71,2026-09-22 05:55:00,H01,Humidity,53.544,52.985,healthy,0.99906,0.49483,0
198,2026-09-22 16:30:00,T02,Temperature,32.682,26.979,unhealthy,1.20453,0.17299,0
61,2026-09-22 05:05:00,C02,CO2,512.084,509.543,healthy,0.99905,5.03852,0
35,2026-09-22 02:55:00,T01,Temperature,26.737,26.547,healthy,1.00023,0.19232,0
194,2026-09-22 16:10:00,C01,CO2,535.948,535.812,healthy,0.99012,5.20969,0
8,2026-09-22 00:40:00,H02,Humidity,47.299,47.104,healthy,0.99226,0.50508,0
33,2026-09-22 02:45:00,C02,CO2,772.172,763.535,healthy,1.00381,4.9511,0
196,2026-09-22 16:20:00,H02,Humidity,63.357,49.686,unhealthy,1.26579,0.48235,0
43,2026-09-22 03:35:00,T01,Temperature,25.904,25.7,healthy,1.00005,0.19525,0
61,2026-09-22 05:05:00,T02,Temperature,23.348,23.093,healthy,1.0016,0.20183,0
2,2026-09-22 00:10:00,C01,CO2,525.863,523.073,healthy,0.99861,4.96624,0
29,2026-09-22 02:25:00,H01,Humidity,44.297,44.022,healthy,0.99019,0.52126,0
28,2026-09-22 02:20:00,T02,Temperature,25.649,25.56,healthy,0.99523,0.21025,0
124,2026-09-22 10:20:00,H02,Humidity,46.048,42.423,warning,1.07883,0.57014,0
5,2026-09-22 00:25:00,T01,Temperature,25.716,25.606,healthy,0.99651,0.20387,0
131,2026-09-22 10:55:00,C02,CO2,773.428,622.529,unhealthy,1.23575,4.8697,0
191,2026-09-22 15:55:00,C02,CO2,827.388,639.613,unhealthy,1.28178,4.69551,0
105,2026-09-22 08:45:00,C02,CO2,668.758,617.394,warning,1.0744,5.26031,0
185,2026-09-22 15:25:00,H01,Humidity,59.995,58.816,healthy,1.00759,0.50585,0
127,2026-09-22 10:35:00,H02,Humidity,49.632,42.033,unhealthy,1.16969,0.50222,0
118,2026-09-22 09:50:00,T02,Temperature,28.258,26.384,warning,1.06274,0.20772,0
29,2026-09-22 02:25:00,H02,Humidity,42.066,41.783,healthy,0.99652,0.51617,0
98,2026-09-22 08:10:00,C02,CO2,764.571,713.076,warning,1.0675,5.14374,0
34,2026-09-22 02:50:00,T01,Temperature,26.663,26.541,healthy,0.99689,0.20161,0
112,2026-09-22 09:20:00,T02,Temperature,28.908,26.566,warning,1.08197,0.19915,0
182,2026-09-22 15:10:00,C02,CO2,640.986,510.353,unhealthy,1.24934,4.77147,0
75,2026-09-22 06:15:00,T01,Temperature,23.433,22.887,healthy,1.0134,0.2097,0
173,2026-09-22 14:25:00,T01,Temperature,23.117,22.979,healthy,0.99829,0.19787,0
94,2026-09-22 07:50:00,T01,Temperature,24.816,24.635,healthy,1.00007,0.19786,0
51,2026-09-22 04:15:00,T01,Temperature,24.752,24.546,healthy,0.9997,0.20766,0
151,2026-09-22 12:35:00,H01,Humidity,44.378,44.192,healthy,0.98743,0.47912,0
188,2026-09-22 15:40:00,H02,Humidity,65.826,52.682,unhealthy,1.24174,0.46569,0
65,2026-09-22 05:25:00,C02,CO2,549.644,548.216,healthy,0.99197,5.04879,0
19,2026-09-22 01:35:00,H01,Humidity,48.988,48.834,healthy,0.99411,0.49144,0
147,2026-09-22 12:15:00,H02,Humidity,60.666,50.743,unhealthy,1.18066,0.51129,0
20,2026-09-22 01:40:00,T02,Temperature,26.476,26.425,healthy,0.99577,0.19323,0
108,2026-09-22 09:00:00,H01,Humidity,52.577,51.992,healthy,1.00064,0.49398,0
110,2026-09-22 09:10:00,H02,Humidity,46.974,43.195,warning,1.07225,0.47152,0
32,2026-09-22 02:40:00,C01,CO2,783.619,772.719,healthy,1.00494,4.96764,0
7,2026-09-22 00:35:00,H02,Humidity,48.406,47.836,healthy,1.00014,0.44749,0
187,2026-09-22 15:35:00,T02,Temperature,31.328,26.107,unhealthy,1.19242,0.20164,0
93,2026-09-22 07:45:00,T01,Temperature,24.685,24.654,healthy,0.99327,0.19704,0
151,2026-09-22 12:35:00,H02,Humidity,64.495,53.014,unhealthy,1.20837,0.55553,0
54,2026-09-22 04:30:00,C01,CO2,622.615,616.321,healthy,1.00546,5.03323,0
51,2026-09-22 04:15:00,H02,Humidity,49.929,49.231,healthy,1.00775,0.50269,0
148,2026-09-22 12:20:00,T01,Temperature,24.804,24.559,healthy,1.00235,0.19869,0
153,2026-09-22 12:45:00,H02,Humidity,67.032,53.66,unhealthy,1.23598,0.51194,0
82,2026-09-22 06:50:00,H01,Humidity,56.833,56.566,healthy,0.99864,0.50797,0
2,2026-09-22 00:10:00,H01,Humidity,57.427,56.851,healthy,1.0035,0.50007,0
49,2026-09-22 04:05:00,T02,Temperature,23.355,23.354,healthy,0.99132,0.20852,0
140,2026-09-22 11:40:00,T02,Temperature,26.086,23.657,warning,1.09324,0.19434,0
168,2026-09-22 14:00:00,C01,CO2,725.124,717.82,healthy,1.00286,4.97371,0
0,2026-09-22 00:00:00,T02,Temperature,26.943,26.714,healthy,1.0025,0.19299,0
29,2026-09-22 02:25:00,C01,CO2,750.558,742.062,healthy,1.00744,4.83954,0
91,2026-09-22 07:35:00,T01,Temperature,24.541,24.319,healthy,1.00039,0.21166,0
132,2026-09-22 11:00:00,H02,Humidity,50.231,43.961,unhealthy,1.13186,0.41456,0
140,2026-09-22 11:40:00,H01,Humidity,42.528,42.403,healthy,0.99416,0.48321,0
91,2026-09-22 07:35:00,H02,Humidity,57.501,53.292,warning,1.06967,0.52278,0
184,2026-09-22 15:20:00,H01,Humidity,59.108,58.16,healthy,1.00605,0.48015,0
42,2026-09-22 03:30:00,H01,Humidity,41.821,41.261,healthy,1.0028,0.51411,0
9,2026-09-22 00:45:00,H02,Humidity,46.069,45.92,healthy,0.99461,0.47966,0
181,2026-09-22 15:05:00,C02,CO2,681.913,517.788,unhealthy,1.30457,5.77279,0
80,2026-09-22 06:40:00,T02,Temperature,27.599,24.981,warning,1.09636,0.20789,0
10,2026-09-22 00:50:00,H01,Humidity,53.524,53.233,healthy,0.9978,0.47937,0
97,2026-09-22 08:05:00,C02,CO2,789.919,728.089,warning,1.08083,4.65801,0
28,2026-09-22 02:20:00,C02,CO2,821.374,806.662,healthy,1.01195,5.00081,0
168,2026-09-22 14:00:00,H01,Humidity,54.09,53.517,healthy,1.00526,0.50049,0
70,2026-09-22 05:50:00,C01,CO2,523.589,519.365,healthy,1.00121,5.06377,0
94,2026-09-22 07:50:00,H02,Humidity,58.565,53.333,warning,1.0947,0.5544,0
146,2026-09-22 12:10:00,C02,CO2,1004.374,806.303,unhealthy,1.23896,5.22382,0
87,2026-09-22 07:15:00,H02,Humidity,59.747,55.061,warning,1.06951,0.49482,0
135,2026-09-22 11:15:00,T02,Temperature,26.145,24.264,warning,1.07063,0.19108,0
42,2026-09-22 03:30:00,H02,Humidity,47.903,47.051,healthy,1.00642,0.53457,0
114,2026-09-22 09:30:00,T02,Temperature,28.989,26.555,warning,1.08264,0.20479,0
182,2026-09-22 15:10:00,H02,Humidity,68.06,55.433,unhealthy,1.21617,0.52971,0
78,2026-09-22 06:30:00,C01,CO2,591.019,586.891,healthy,0.998,5.07899,0
143,2026-09-22 11:55:00,C02,CO2,1004.039,797.524,unhealthy,1.25031,4.92042,0
197,2026-09-22 16:25:00,C01,CO2,589.196,587.148,healthy,0.99668,4.99247,0
106,2026-09-22 08:50:00,H01,Humidity,53.905,53.184,healthy,1.00623,0.49967,0
39,2026-09-22 03:15:00,C02,CO2,699.323,696.298,healthy,0.99681,4.85725,0
133,2026-09-22 11:05:00,T01,Temperature,26.931,26.374,healthy,1.01331,0.19818,0
92,2026-09-22 07:40:00,T01,Temperature,24.748,24.478,healthy,1.00241,0.20582,0
34,2026-09-22 02:50:00,C01,CO2,798.49,793.442,healthy,1.00127,5.06852,0
192,2026-09-22 16:00:00,H01,Humidity,58.08,57.382,healthy,0.99927,0.5028,0
170,2026-09-22 14:10:00,C02,CO2,687.461,545.967,unhealthy,1.25247,5.19686,0
31,2026-09-22 02:35:00,C02,CO2,789.983,788.412,healthy,0.99667,4.8862,0
194,2026-09-22 16:10:00,T02,Temperature,32.366,26.629,unhealthy,1.20556,0.26831,0
134,2026-09-22 11:10:00,C02,CO2,838.9,662.007,unhealthy,1.26007,5.12143,0
175,2026-09-22 14:35:00,H01,Humidity,56.28,55.244,healthy,1.00807,0.49505,0
173,2026-09-22 14:25:00,H01,Humidity,56.698,55.797,healthy,1.00815,0.52338,0
78,2026-09-22 06:30:00,T02,Temperature,26.4,24.694,warning,1.06049,0.21573,1
135,2026-09-22 11:15:00,H02,Humidity,52.5,44.44,unhealthy,1.17452,0.43076,0
72,2026-09-22 06:00:00,C02,CO2,657.993,653.106,healthy,0.99902,5.09192,0
79,2026-09-22 06:35:00,T02,Temperature,27.313,24.572,warning,1.1052,0.17913,0
39,2026-09-22 03:15:00,H02,Humidity,46.715,45.882,healthy,1.00525,0.50981,0
137,2026-09-22 11:25:00,T02,Temperature,26.3,23.946,warning,1.09074,0.20602,0
27,2026-09-22 02:15:00,T02,Temperature,25.529,25.621,healthy,0.98913,0.18168,0
98,2026-09-22 08:10:00,H02,Humidity,54.194,50.011,warning,1.07556,0.51127,0
8,2026-09-22 00:40:00,T01,Temperature,26.296,26.055,healthy,1.00227,0.19756,0
85,2026-09-22 07:05:00,T01,Temperature,23.817,23.698,healthy,0.99852,0.19481,0
37,2026-09-22 03:05:00,C02,CO2,722.745,714.919,healthy,0.99973,5.21539,0
72,2026-09-22 06:00:00,C01,CO2,536.562,525.655,healthy,1.00327,5.32986,0
22,2026-09-22 01:50:00,C02,CO2,808.872,803.38,healthy,1.00399,4.76071,0
90,2026-09-22 07:30:00,C02,CO2,856.95,802.206,warning,1.06567,4.50779,0
96,2026-09-22 08:00:00,T01,Temperature,25.117,24.872,healthy,1.00154,0.20694,0
141,2026-09-22 11:45:00,T02,Temperature,25.935,23.54,warning,1.09345,0.19471,0
121,2026-09-22 10:05:00,T01,Temperature,27.304,27.069,healthy,1.00175,0.18802,0
156,2026-09-22 13:00:00,T01,Temperature,23.732,23.645,healthy,0.99426,0.20809,0
38,2026-09-22 03:10:00,C02,CO2,730.472,721.613,healthy,1.00316,4.98389,0
112,2026-09-22 09:20:00,C01,CO2,644.414,640.246,healthy,0.99737,5.08719,0
157,2026-09-22 13:05:00,C01,CO2,813.12,801.249,healthy,1.01034,4.87243,0
33,2026-09-22 02:45:00,H02,Humidity,41.895,41.678,healthy,0.99946,0.45975,0
70,2026-09-22 05:50:00,H01,Humidity,54.041,52.683,healthy,1.01475,0.51106,0
157,2026-09-22 13:05:00,H01,Humidity,47.362,47.562,healthy,0.99424,0.46225,0
123,2026-09-22 10:15:00,H02,Humidity,46.957,42.146,warning,1.10119,0.4844,0
93,2026-09-22 07:45:00,T02,Temperature,28.333,26.39,warning,1.06708,0.19072,0
172,2026-09-22 14:20:00,H02,Humidity,74.878,58.26,unhealthy,1.27721,0.4468,0
14,2026-09-22 01:10:00,H01,Humidity,51.625,51.423,healthy,0.99728,0.49844,0
34,2026-09-22 02:50:00,C02,CO2,766.878,762.897,healthy,1.00022,5.23743,0
12,2026-09-22 01:00:00,C02,CO2,660.129,656.556,healthy,0.99775,5.13389,0
164,2026-09-22 13:40:00,T01,Temperature,23.15,23.196,healthy,0.99004,0.20023,0
120,2026-09-22 10:00:00,T01,Temperature,26.955,26.842,healthy,0.9956,0.20908,0
96,2026-09-22 08:00:00,H02,Humidity,55.278,50.922,warning,1.07549,0.55145,0
82,2026-09-22 06:50:00,T02,Temperature,27.326,25.13,warning,1.07861,0.20074,0
164,2026-09-22 13:40:00,T02,Temperature,27.834,23.489,unhealthy,1.17628,0.20395,0
146,2026-09-22 12:10:00,H02,Humidity,60.983,50.091,unhealthy,1.20928,0.38463,0
110,2026-09-22 09:10:00,T02,Temperature,29.711,27.024,warning,1.09162,0.19785,0
110,2026-09-22 09:10:00,H01,Humidity,53.178,52.047,healthy,1.01325,0.50833,0
179,2026-09-22 14:55:00,T01,Temperature,23.861,23.552,healthy,1.00434,0.21657,0
9,2026-09-22 00:45:00,C01,CO2,497.719,498.87,healthy,0.99254,5.11078,0
20,2026-09-22 01:40:00,C01,CO2,629.774,627.867,healthy,0.9949,4.98886,0
69,2026-09-22 05:45:00,T01,Temperature,23.444,22.902,healthy,1.01373,0.18553,0
183,2026-09-22 15:15:00,H02,Humidity,68.483,55.849,unhealthy,1.21604,0.47426,0
123,2026-09-22 10:15:00,H01,Humidity,45.697,45.037,healthy,1.00262,0.52531,0
126,2026-09-22 10:30:00,C02,CO2,578.584,543.368,warning,1.0586,4.94609,0
